1622505600000,23.27300000,23.53900000,21.60000000,22.84000000,18793956.11000000,1622591999999,422557506.32442300,753367,9542887.63200000,214686568.77838500,0
1622592000000,22.84000000,26.87000000,22.64900000,25.91600000,24489800.10200000,1622678399999,605825207.88255200,1241891,12541956.64500000,310176879.23259700,0
1622678400000,25.91300000,28.60000000,25.67300000,27.00400000,22096623.21900000,1622764799999,602717323.42321600,1274565,10930524.14400000,298173172.56986800,0
1622764800000,27.00500000,27.01900000,23.60500000,24.98800000,23200131.88100000,1622851199999,576239612.88829000,985149,11089357.03500000,275350138.34205500,0
1622851200000,24.99100000,26.40000000,22.93300000,23.77100000,15159286.35600000,1622937599999,374681469.69526800,882820,7266047.81200000,179785667.41596800,0
1622937600000,23.77200000,24.50100000,23.43300000,24.18400000,8542620.37100000,1623023999999,205312976.91218600,346779,4214685.42800000,101341027.51311100,0
1623024000000,24.18900000,25.28300000,21.30000000,21.68600000,16728777.96000000,1623110399999,399742774.08120700,671363,7946108.27700000,190063949.90678700,0
1623110400000,21.68600000,22.29100000,19.60000000,21.65000000,22854699.75600000,1623196799999,483168687.02567900,879284,11190716.33800000,236810081.48681700,0
1623196800000,21.64300000,23.33500000,20.36100000,23.21400000,17895882.48300000,1623283199999,391614110.23073900,690842,8803506.92900000,192679110.98808300,0
1623283200000,23.21600000,24.60000000,22.04200000,22.68300000,18698941.75200000,1623369599999,439960346.80035300,745905,9333822.04600000,219610648.95631100,0
1623369600000,22.68000000,23.20600000,20.48700000,20.95000000,12851416.71200000,1623455999999,283090536.03217000,596002,6236343.27300000,137420639.17115600,0
1623456000000,20.94500000,21.26200000,19.50000000,20.74200000,12547282.80300000,1623542399999,255877618.40563300,484353,6283311.57800000,128146001.73247100,0
1623542400000,20.74200000,22.41200000,19.92800000,22.04000000,9398764.59700000,1623628799999,197377445.44934400,379717,4794729.21500000,100646135.45283400,0
1623628800000,22.04100000,26.02600000,21.23300000,25.85800000,23122012.59000000,1623715199999,550314633.62272400,1171223,12146993.65800000,289422582.12243900,0
1623715200000,25.85800000,26.00900000,23.51400000,23.94200000,17728382.39900000,1623801599999,435871196.88529800,1147831,8483625.92300000,208677302.68543100,0
1623801600000,23.94200000,24.58400000,22.49100000,23.03300000,13836266.10300000,1623887999999,323846736.22670600,676924,6690686.29900000,156651029.89384200,0
1623888000000,23.02800000,24.00000000,22.00000000,22.53300000,10290433.23700000,1623974399999,237609364.61046100,615026,5069087.31300000,117221384.43418000,0
1623974400000,22.53600000,22.56600000,20.20500000,21.43200000,10556068.52800000,1624060799999,225950111.32640800,430147,5148400.56200000,110212654.39146500,0
1624060800000,21.43200000,21.63200000,20.21500000,20.22200000,7447145.38800000,1624147199999,156251669.56151700,403723,3539084.85600000,74309873.54888000,0
1624147200000,20.22100000,21.00000000,18.87100000,20.61700000,11045346.05400000,1624233599999,220052173.84030600,539850,5109283.53400000,101854105.27422800,0
1624233600000,20.61600000,20.79400000,15.35000000,15.70700000,27185128.19700000,1624319999999,477391628.29364000,917502,13411874.86500000,235550708.40238600,0
1624320000000,15.71100000,16.93600000,13.00000000,14.68800000,42443370.02800000,1624406399999,630210885.68101500,1009364,20767838.16600000,308416508.09212500,0
1624406400000,14.68400000,16.80000000,13.96300000,15.79200000,24268090.26800000,1624492799999,385602939.87880600,600231,12124008.48800000,192735137.03133400,0
1624492800000,15.79400000,16.60900000,14.72400000,16.22300000,14150471.66500000,1624579199999,224047083.17419300,360698,7034782.43700000,111458921.42023800,0
1624579200000,16.22400000,16.74200000,14.41400000,14.42200000,15832639.42800000,1624665599999,243056713.02811500,403261,7667922.59800000,117771559.51606200,0
1624665600000,14.42400000,14.98100000,13.61600000,14.51100000,13921587.23800000,1624751999999,197443771.13155800,325801,7033176.64900000,99798386.75458200,0
1624752000000,14.50700000,15.02700000,14.03000000,15.01000000,10035136.20700000,1624838399999,145778526.72327500,249715,4967728.60500000,72193798.49763700,0
1624838400000,15.00800000,16.02600000,14.58400000,15.79400000,12407568.94800000,1624924799999,189313240.24857200,335027,6150833.44800000,93893917.77294000,0
1624924800000,15.79300000,17.02900000,15.71400000,16.30000000,15069027.29100000,1625011199999,247808283.58744700,462292,7714557.77800000,126937603.15246300,0
1625011200000,16.30500000,16.62800000,15.08600000,16.40200000,13522533.23200000,1625097599999,213838895.64613600,370783,6729228.91500000,106452779.65119000,0
